Index,id,type,_3,name,_5,gender,country,disambiguation,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32
1,https://musicbrainz.org/artist/4c0aabf5-20f3-44ea-81d2-ace079907e06,Person,97,Marc Eagleton,"Eagleton, Marc",male,,,,,,,,,,,,,,,,,False,,,,,,,,,
4,https://musicbrainz.org/artist/e05369d4-b352-4a26-a805-54f57b626a5e,Person,95,Mark Eagleton,"Eagleton, Mark",male,,,,,,f6d63a14-10f8-4bde-be69-b804f6dde9f8,City,Woodland,Woodland,False,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,City,Los Angeles,Los Angeles,False,1973-05-27,False,,,,,,,,,
