id,type,ext:score,name,sort-name,gender,country,isni-list,area.id,area.type,area.name,area.sort-name,area.life-span.ended,begin-area.id,begin-area.type,begin-area.name,begin-area.sort-name,begin-area.life-span.ended,end-area.id,end-area.type,end-area.name,end-area.sort-name,end-area.life-span.ended,life-span.begin,life-span.end,life-span.ended,ipi-list,alias-list,tag-list,disambiguation,area.life-span.begin
b972f589-fb0e-474e-b64a-803b0364fa75,Person,43,Wolfgang Amadeus Mozart,"Mozart, Wolfgang Amadeus",male,AT,['0000000121269154'],caac77d1-a5c8-3e6e-8e27-90b44dcc1446,Country,Austria,Austria,false,f0590317-8b42-4498-a2e4-34cc5562fcf8,City,Salzburg,Salzburg,false,afff1a94-a98b-4322-8874-3148139ab6da,City,Wien,Wien,false,1756-01-27,1791-12-05,true,['00021693006'],"[{'locale': 'ja', 'sort-name': 'モーツァルト', 'alias': 'モーツァルト'}, {'locale': 'ja', 'sort-name': 'ヴォルフガンク・アマデウス・モーツァルト', 'alias': 'ヴォルフガンク・アマデウス・モーツァルト'}, {'locale': 'en', 'sort-name': 'Mozart, W.A.', 'type': 'Artist name', 'alias': 'W.A.Mozart'}, {'sort-name': 'Wolfgang Amade Mozart', 'alias': 'Wolfgang Amade Mozart'}, {'sort-name': 'Wolfgang Anadeus Mozart', 'alias': 'Wolfgang Anadeus Mozart'}, {'locale': 'lv', 'sort-name': 'Mocarts, Volfgangs Amadejs', 'type': 'Artist name', 'primary': 'primary', 'alias': 'Volfgangs Amadejs Mocarts'}, {'sort-name': 'W.A. Mozart', 'type': 'Search hint', 'alias': 'W.A. Mozart'}, {'sort-name': 'W A Mozart', 'type': 'Search hint', 'alias': 'W A Mozart'}, {'sort-name': 'Wolfgang Amedeus Mozart', 'type': 'Search hint', 'alias': 'Wolfgang Amedeus Mozart'}, {'locale': 'de', 'sort-name': 'Mozart, Wolfgang Amadeus', 'type': 'Artist name', 'primary': 'primary', 'alias': 'Wolfgang Amadeus Mozart'}, {'sort-name': 'Wolfgang Amadeaus Mozart', 'type': 'Search hint', 'alias': 'Wolfgang Amadeaus Mozart'}, {'locale': 'en', 'sort-name': 'Mozart, Wolfgang Amadeus', 'type': 'Artist name', 'primary': 'primary', 'alias': 'Wolfgang Amadeus Mozart'}, {'sort-name': 'Mozart, Wolfgang Amadeus', 'alias': 'Wolfang Amadeus Mozart'}, {'sort-name': 'Wolfang A. Mozart', 'type': 'Search hint', 'alias': 'Wolfang A. Mozart'}, {'sort-name': 'Mozart', 'type': 'Artist name', 'alias': 'Mozart'}, {'sort-name': 'Wolfgan Amadeus Mozart', 'type': 'Search hint', 'alias': 'Wolfgan Amadeus Mozart'}, {'locale': 'ru', 'sort-name': 'Моцарт, Вольфганг Амадей', 'type': 'Artist name', 'primary': 'primary', 'alias': 'Вольфганг Амадей Моцарт'}, {'sort-name': 'W. A. Mozart', 'type': 'Search hint', 'alias': 'W. A. Mozart'}, {'sort-name': 'Wolfgang A. Mozart', 'type': 'Search hint', 'alias': 'Wolfgang A. Mozart'}, {'sort-name': 'WA Mozart', 'type': 'Search hint', 'alias': 'WA Mozart'}, {'sort-name': 'Wolfgang Armadeus Mozart', 'type': 'Search hint', 'alias': 'Wolfgang Armadeus Mozart'}, {'sort-name': 'Mosart', 'type': 'Search hint', 'alias': 'Mosart'}, {'sort-name': 'Wolfgang Amadues Mozart', 'type': 'Search hint', 'alias': 'Wolfgang Amadues Mozart'}, {'locale': 'ko', 'sort-name': '모짜르트', 'type': 'Artist name', 'alias': '볼프강 아마데우스 모짜르트'}, {'sort-name': 'Mozart, Johannes Chrysostomus Wolfgangus Theophilus', 'type': 'Legal name', 'alias': 'Johannes Chrysostomus Wolfgangus Theophilus Mozart'}]","[{'count': '15', 'name': 'classical'}, {'count': '2', 'name': 'german'}, {'count': '3', 'name': 'opera'}, {'count': '7', 'name': 'austrian'}, {'count': '7', 'name': 'composer'}, {'count': '4', 'name': 'european'}, {'count': '0', 'name': 'series-mozart-complete works-philips'}, {'count': '1', 'name': 'symphony'}, {'count': '0', 'name': '1991'}, {'count': '0', 'name': 'complete mozart edition'}, {'count': '1', 'name': 'concerto'}, {'count': '0', 'name': 'requiem'}, {'count': '0', 'name': 'complete'}, {'count': '4', 'name': 'classical period'}, {'count': '1', 'name': 'sonata'}, {'count': '-1', 'name': 'late symphonies'}, {'count': '0', 'name': 'volume 15'}, {'count': '0', 'name': 'gould'}, {'count': '2', 'name': 'austrian composer'}, {'count': '0', 'name': 'karl ristenpart'}, {'count': '0', 'name': 'rothenberger'}, {'count': '1', 'name': 'ascanio in alba'}]",classical composer,
4cd556a5-db82-43f6-8d55-99598b42da8f,Person,43,Kenny G,"G, Kenny",male,US,['0000000116919108'],489ce91b-6658-3307-9877-795b68554c98,Country,United States,United States,false,10adc6b5-63bf-4b4e-993e-ed83b05c22fc,City,Seattle,Seattle,false,,,,,,1956-06-05,,false,['00084708651'],"[{'sort-name': 'Kanny G', 'alias': 'Kanny G'}, {'sort-name': 'Gorelick, Kenny', 'type': 'Artist name', 'alias': 'Kenny Gorelick'}, {'sort-name': 'Kenny G.', 'alias': 'Kenny G.'}, {'sort-name': 'Gorelick, Kenneth Bruce', 'type': 'Legal name', 'alias': 'Kenneth Bruce Gorelick'}]","[{'count': '0', 'name': 'american'}, {'count': '3', 'name': 'jazz'}, {'count': '5', 'name': 'smooth jazz'}, {'count': '0', 'name': 'adult contemporary'}]",saxophonist,
70248960-cb53-4ea4-943a-edb18f7d336f,Person,43,Bruce Springsteen,"Springsteen, Bruce",male,US,['0000000121418834'],489ce91b-6658-3307-9877-795b68554c98,Country,United States,United States,false,bb0af2e9-6ae0-4c4f-b729-c8d6444d6380,City,Long Branch,Long Branch,false,,,,,,1949-09-23,,false,['00076333277'],"[{'locale': 'en', 'sort-name': 'Boss, The', 'type': 'Artist name', 'alias': 'The Boss'}, {'locale': 'en', 'sort-name': 'Springsteen, Bruce', 'type': 'Artist name', 'primary': 'primary', 'alias': 'Bruce Springsteen'}, {'sort-name': 'Bruce Springteen', 'type': 'Search hint', 'alias': 'Bruce Springteen'}, {'sort-name': 'Springsteen, Bruce Frederick Joseph', 'type': 'Legal name', 'begin-date': '1949-09-23', 'alias': 'Bruce Frederick Joseph Springsteen'}]","[{'count': '9', 'name': 'rock'}, {'count': '3', 'name': 'folk'}, {'count': '0', 'name': 'cotm'}, {'count': '1', 'name': 'american'}, {'count': '3', 'name': 'singer-songwriter'}, {'count': '1', 'name': 'usa'}, {'count': '3', 'name': 'americana'}, {'count': '0', 'name': 'américain'}, {'count': '1', 'name': 'classic rock'}, {'count': '1', 'name': 'soft rock'}, {'count': '1', 'name': 'pop rock'}, {'count': '0', 'name': 'contemporary folk'}, {'count': '2', 'name': 'rock and roll'}, {'count': '5', 'name': 'heartland rock'}, {'count': '1', 'name': 'english'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '1', 'name': 'alternative folk'}, {'count': '1', 'name': 'grammy winner'}, {'count': '1', 'name': 'singer/songwriter'}, {'count': '0', 'name': 'pop/rock'}, {'count': '1', 'name': 'englisch'}, {'count': '1', 'name': 'swinger-songwriter'}, {'count': '1', 'name': 'messiah of rock and roll'}]",,
4de4b83c-b283-4a3c-85a6-f565f10ad4be,Person,43,W G Rothery,"Rothery, W G",,GB,,8a754a16-0027-3a29-b6d7-2b40ea0481ed,Country,United Kingdom,United Kingdom,false,,,,,,,,,,,,,false,,,,,
177bb501-b714-4890-ad59-33c3cd8c6916,Person,43,G. W. Hunt,"Hunt, G. W.",male,,,,,,,,,,,,,,,,,,1839,1904,true,,,,,
dc3bb08c-5b19-4fe1-9080-75edb3c470dc,Person,43,W G Sebald,"Sebald, W G",male,DE,['0000000122760797'],85752fda-13c4-31a3-bee5-0e5cb1f51dad,Country,Germany,Germany,false,,,,,,1f73fbd2-48ee-4951-b750-47c6c92ba7ae,Subdivision,Norfolk,Norfolk,false,1944-05-18,2001-12-14,true,,,,German writer and academic,
1f9df192-a621-4f54-8850-2c5373b7eac9,Person,43,Ludwig van Beethoven,"Beethoven, Ludwig van",male,DE,['0000000121268987'],85752fda-13c4-31a3-bee5-0e5cb1f51dad,Country,Germany,Germany,false,b86b7e97-c4e2-4ec2-942b-5a6cd8eea1da,City,Bonn,Bonn,false,afff1a94-a98b-4322-8874-3148139ab6da,City,Wien,Wien,false,1770-12-17,1827-03-26,true,['00002507239'],"[{'locale': 'ru', 'sort-name': 'Бетховен, Людвиг ван', 'type': 'Artist name', 'primary': 'primary', 'alias': 'Людвиг ван Бетховен'}, {'locale': 'ru', 'sort-name': 'Beethoven', 'alias': 'Бетховен'}, {'locale': 'ru', 'sort-name': 'Бетховен, Л.', 'type': 'Artist name', 'alias': 'Л. Бетховен'}, {'locale': 'lv', 'sort-name': 'Bēthovens, Ludvigs van', 'type': 'Artist name', 'primary': 'primary', 'alias': 'Ludvigs van Bēthovens'}, {'locale': 'en', 'sort-name': 'Beethoven, L.Van', 'alias': 'L.Van Beethoven'}, {'locale': 'zh_Hant', 'sort-name': 'bèi duō fēn', 'type': 'Artist name', 'primary': 'primary', 'alias': '貝多芬'}, {'locale': 'lv', 'sort-name': 'Bēthovens, L. Van', 'alias': 'L. Van Bēthovens'}, {'sort-name': 'Beethoven', 'type': 'Artist name', 'alias': 'Beethoven'}, {'sort-name': 'Beethoven, Ludvig Von', 'alias': 'Ludvig Von Beethoven'}, {'sort-name': 'Beethoven, Ludwid van', 'alias': 'Ludwid van Beethoven'}, {'sort-name': 'Beethoven, Ludwig', 'alias': 'Ludwig Beethoven'}, {'locale': 'ja', 'sort-name': 'ベートーヴェン', 'type': 'Artist name', 'primary': 'primary', 'alias': 'ベートーヴェン'}, {'sort-name': 'Bethoveen', 'type': 'Search hint', 'alias': 'Bethoveen'}, {'sort-name': 'Beethoven, L. van', 'alias': 'L. van Beethoven'}, {'sort-name': 'Beethoven, Ludwig Von', 'alias': 'Ludwig Von Beethoven'}, {'sort-name': 'Beethoven, Ludwig Van (1770-1827)', 'alias': 'Ludwig Van Beethoven (1770-1827)'}, {'sort-name': 'Beethoven, Ludwig van (1770-1827)', 'alias': 'Beethoven, Ludwig van (1770-1827)'}, {'sort-name': 'Beethoven, Ludwig Van (1770 - 1827)', 'alias': 'Beethoven, Ludwig Van (1770 - 1827)'}, {'sort-name': 'Beethoven, Ludwig Van', 'alias': 'Beethoven, Ludwig Van'}, {'sort-name': 'L v Beethoven', 'alias': 'L v Beethoven'}, {'sort-name': 'bheetoven', 'type': 'Search hint', 'alias': 'bheetoven'}, {'sort-name': 'Beethoven, Ludwig', 'alias': 'Beethoven, Ludwig'}, {'locale': 'ko', 'sort-name': 'Beethoven', 'alias': '베토벤'}, {'sort-name': 'Beethoven, L. Von', 'alias': 'L. Von Beethoven'}, {'sort-name': 'LvB', 'type': 'Search hint', 'alias': 'LvB'}, {'sort-name': 'Beethoven, Ludwig Von', 'alias': 'Beethoven, Ludwig Von'}, {'sort-name': 'Beethoven, Ludvig van', 'alias': 'Ludvig van Beethoven'}, {'sort-name': 'Beethoven _ Ludwig Van', 'alias': 'Beethoven _ Ludwig Van'}, {'sort-name': 'Beethoven, Ludwig van, 1770-1827', 'alias': 'Beethoven, Ludwig van, 1770-1827'}, {'locale': 'en', 'sort-name': 'Beethoven, Ludwig van', 'type': 'Artist name', 'primary': 'primary', 'alias': 'Ludwig van Beethoven'}, {'locale': 'ja', 'sort-name': 'ベートーヴェン ルートヴィヒヴァン', 'type': 'Artist name', 'alias': 'ルートヴィヒ・ヴァン・ベートーヴェン'}]","[{'count': '19', 'name': 'classical'}, {'count': '8', 'name': 'german'}, {'count': '1', 'name': 'german composer'}, {'count': '-2', 'name': 'production music'}, {'count': '2', 'name': 'opera'}, {'count': '2', 'name': 'piano'}, {'count': '2', 'name': 'pianist'}, {'count': '10', 'name': 'composer'}, {'count': '4', 'name': 'romantic'}, {'count': '1', 'name': 'european'}, {'count': '1', 'name': 'organ'}, {'count': '0', 'name': 'symphony'}, {'count': '1', 'name': 'art song'}, {'count': '1', 'name': 'mass'}, {'count': '1', 'name': 'concerto'}, {'count': '0', 'name': 'lo spirito'}, {'count': '0', 'name': 'reader s'}, {'count': '1', 'name': '32 sonatas'}, {'count': '0', 'name': 'opus 57'}, {'count': '1', 'name': 'masterworks'}, {'count': '1', 'name': 'klavierwerke'}, {'count': '0', 'name': 'piano concerto no. 5'}, {'count': '0', 'name': 'alicia de larrocha'}, {'count': '1', 'name': 'romantic classical'}, {'count': '1', 'name': 'beethoven gardiner'}]",German composer,
31a69b90-28a0-46e8-8afa-d3dc85f6503b,,42,G. W. Greening,"Greening, G. W.",,,,2d71b77c-cec0-47dd-9516-fd01db91ca13,Subdivision,Dorset,Dorset,false,,,,,,,,,,,,,false,,,,mummers singer,
3a389027-814a-4f99-8f12-44e5276595cf,Person,42,Marshall Crenshaw,"Crenshaw, Marshall",male,US,['000000005933847X'],489ce91b-6658-3307-9877-795b68554c98,Country,United States,United States,false,b03ff310-d8e2-45cf-9455-769f76641eb2,City,Detroit,Detroit,false,,,,,,1953-11-11,,false,['00079224755'],"[{'sort-name': 'MARSHALL CRENSHAW', 'alias': 'MARSHALL CRENSHAW'}, {'sort-name': 'Crenshaw, Marshall', 'alias': 'Crenshaw, Marshall'}]","[{'count': '1', 'name': 'rock'}, {'count': '1', 'name': '2008 universal fire victim'}]",,
550ac122-4a03-4711-a5ef-3204286e7583,Person,42,P. G. Wodehouse,"Wodehouse, P. G.",male,GB,['0000000121308723'],8a754a16-0027-3a29-b6d7-2b40ea0481ed,Country,United Kingdom,United Kingdom,false,f63466fa-e170-4262-840e-85eaab2d454f,City,Guildford,Guildford,false,eca3f0d2-8e02-4f12-96d6-08afce3e5310,City,Southampton,Southampton,false,1881-10-15,1975-02-14,true,,,,,
70e8f7ec-5321-4b2e-9a0a-9392d883e1ca,Person,42,Mike Marshall,"Marshall, Mike",male,,['0000000114504283'],6195f381-5711-4655-bf7c-75918c04b201,City,Oakland,Oakland,false,47bd6bee-d7fc-459c-9f49-020cabed58a0,City,New Castle,New Castle,false,,,,,,1957-07-17,,false,['00135251107'],"[{'sort-name': 'Mike Marshal', 'alias': 'Mike Marshal'}]",,US mandolinist & multi-instrumentalist,
6ff1cd15-f32a-4d8c-a176-ac0207db3351,Group,42,w-inds.,w-inds.,,JP,['0000000468838432'],2db42837-c832-3c27-b4a3-08198f75693c,Country,Japan,Japan,false,2db42837-c832-3c27-b4a3-08198f75693c,Country,Japan,Japan,false,,,,,,2000,,false,,"[{'sort-name': 'ウィンズ', 'alias': 'ウィンズ'}, {'sort-name': 'w-inds', 'alias': 'w-inds'}, {'sort-name': 'W-inds.', 'alias': 'W-inds.'}]","[{'count': '1', 'name': 'j-pop'}, {'count': '1', 'name': 'dance-pop'}, {'count': '1', 'name': 'pop rap'}, {'count': '1', 'name': 'boy band'}, {'count': '1', 'name': 'teen pop'}]",,
93a1aab7-bdbc-4334-bcf6-6889f7a2682a,Person,41,Kristine W,"W, Kristine",female,US,['0000000095480772'],489ce91b-6658-3307-9877-795b68554c98,Country,United States,United States,false,f846dc80-61b2-4e3a-a78c-5d41a122819f,City,Pasco,Pasco,false,,,,,,1970-06-03,,false,,"[{'sort-name': 'Kristine W.', 'alias': 'Kristine W.'}]",,,
b644819d-cce9-42fd-848a-6ff912ff7758,Person,41,Leif G. W. Persson,Leif G. W. Persson,male,,,1127ddc2-eab3-4662-8718-6adbdeea3b10,City,Stockholm,Stockholm,false,1127ddc2-eab3-4662-8718-6adbdeea3b10,City,Stockholm,Stockholm,false,,,,,,1945-03-12,,false,,,,"Swedish criminologist, novelist",
1f444240-5397-4e63-a3e8-a3eac2aace32,Person,41,Michael W. Smith,"Smith, Michael W.",male,US,['0000000109195594'],489ce91b-6658-3307-9877-795b68554c98,Country,United States,United States,false,3ec6806f-63a1-4489-82a3-3b4e2f2e4279,City,Kenova,Kenova,false,,,,,,1957-10-07,,false,['00581336839'],"[{'sort-name': 'Smith, Michael W', 'alias': 'Michael W Smith'}, {'sort-name': 'Smith, Michael', 'alias': 'Michael Smith'}, {'sort-name': 'Smith, Michael Whitaker', 'type': 'Legal name', 'alias': 'Michael Whitaker Smith'}, {'sort-name': 'Micheal W. Smith', 'type': 'Search hint', 'alias': 'Micheal W. Smith'}]","[{'count': '1', 'name': 'rock'}, {'count': '1', 'name': 'pop'}, {'count': '1', 'name': 'american'}, {'count': '1', 'name': 'christian'}, {'count': '1', 'name': 'christian rock'}, {'count': '2', 'name': 'contemporary christian'}, {'count': '1', 'name': 'ccm'}]",Christian pop-rock singer,
